,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
8727,McDonald's,FOOD_AND_DRINK,3.6,145646,42000.0,10000000,Free,0.0,Everyone,Food & Drink,31-Jul-18,5.15.0,KitKat
8728,DQT GPS,BUSINESS,4.0,3,6300.0,500,Free,0.0,Everyone,Business,5-Oct-15,1.2,Jelly Bean
8730,Discovery Insure,MAPS_AND_NAVIGATION,2.8,1911,20000.0,100000,Free,0.0,Everyone,Maps & Navigation,17-Mar-18,di-v3.4.0.4,Jelly Bean
8731,Taco Bell,LIFESTYLE,3.8,28140,16000.0,1000000,Free,0.0,Everyone,Lifestyle,30-Jul-18,5.0.4,Jelly Bean
8732,LightMeter Free,PHOTOGRAPHY,4.1,5485,13000.0,1000000,Free,0.0,Everyone,Photography,28-Apr-16,1.2.3,Honeycomb
8733,CHRONO TRIGGER (Upgrade Ver.),FAMILY,3.8,11250,6300.0,100000,Paid,9.99,Everyone 10+,Role Playing,12-Jun-18,2.0.4,Jelly Bean
8734,ODTMobile,BUSINESS,3.4,15,2700.0,10000,Free,0.0,Everyone,Business,10-Mar-16,3.2,Froyo
8735,Whataburger,FOOD_AND_DRINK,4.5,5093,56000.0,500000,Free,0.0,Everyone,Food & Drink,10-Apr-18,1.9.0,Jelly Bean
8736,FINAL FANTASY DIMENSIONS,FAMILY,4.3,8450,1100.0,100000,Paid,13.99,Everyone,Role Playing,15-Mar-17,1.1.3,Gingerbread
8737,Arby's,FOOD_AND_DRINK,3.1,194,26000.0,100000,Free,0.0,Everyone,Food & Drink,12-Jul-18,1.3.1,KitKat
8738,RPG Dragon Lapis,FAMILY,4.6,13492,56000.0,100000,Free,0.0,Teen,Role Playing,9-Jul-18,1.1.4g,Jelly Bean
8740,Jungle book-The Great Escape,GAME,3.9,2362,25000.0,100000,Free,0.0,Everyone,Action,17-Jul-13,1.3,Gingerbread
8741,Bunny Skater,GAME,4.2,139432,4700.0,10000000,Free,0.0,Everyone,Adventure,20-Nov-13,1.5,Eclair
8742,DQSalmaan - A fan made App,FAMILY,4.9,707,6000.0,10000,Free,0.0,Everyone,Entertainment,4-Feb-18,1.5,Jelly Bean
8743,Culver's,LIFESTYLE,3.9,1638,4900.0,100000,Free,0.0,Everyone,Lifestyle,11-Apr-18,1.2,Jelly Bean
8744,Wendy’s – Food and Offers,FOOD_AND_DRINK,3.4,6512,18000.0,1000000,Free,0.0,Everyone,Food & Drink,12-Apr-18,5.7.0,KitKat
8746,Dunkin' Donuts,FOOD_AND_DRINK,4.2,68270,66000.0,1000000,Free,0.0,Everyone,Food & Drink,20-Jun-18,5.0.0,KitKat
8747,SUBWAY®,FOOD_AND_DRINK,3.8,21381,41000.0,1000000,Free,0.0,Everyone,Food & Drink,24-Jul-18,7.9.0.0,KitKat
8748,The Walking Zombie: Dead City,GAME,4.6,58575,96000.0,1000000,Free,0.0,Teen,Action,21-Feb-18,2.55,Jelly Bean
8749,Monster Fishing 2018,SPORTS,4.4,32881,76000.0,1000000,Free,0.0,Everyone,Sports,7-Aug-18,0.0.80,Jelly Bean
8750,Call Blocker & Blacklist,COMMUNICATION,4.0,6,4200.0,1000,Free,0.0,Everyone,Communication,13-Jul-18,3.1.0,Ice Cream Sandwich
8751,Panera Bread,FOOD_AND_DRINK,4.2,10225,36000.0,1000000,Free,0.0,Everyone,Food & Drink,6-Aug-18,4.4.2,Lollipop
8753,IHOP®,FOOD_AND_DRINK,4.2,441,24000.0,100000,Free,0.0,Everyone,Food & Drink,3-Apr-18,2.2.0,Jelly Bean
8754,Starbucks,FOOD_AND_DRINK,4.5,455496,35000.0,10000000,Free,0.0,Everyone,Food & Drink,1-Aug-18,4.11.1,KitKat
8755,myGrow,PRODUCTIVITY,4.6,84,23000.0,1000,Paid,4.29,Mature 17+,Productivity,29-Apr-16,2.3.9,Honeycomb
8756,Dr. Parking 4,GAME,4.4,475369,13000.0,50000000,Free,0.0,Everyone,Racing,6-Mar-18,1.14,Ice Cream Sandwich
8757,Dr. Driving 2,GAME,4.6,358633,19000.0,10000000,Free,0.0,Everyone,Racing,3-May-18,1.32,Ice Cream Sandwich
8759,dr.fone - Recovery & Transfer wirelessly & Backup,TOOLS,3.7,23347,7600.0,5000000,Free,0.0,Everyone,Tools,28-May-18,3.2.0.169,Gingerbread
8760,Dr. Truck Driver : Real Truck Simulator 3D,FAMILY,4.1,1626,96000.0,100000,Free,0.0,Everyone 10+,Simulation,5-Jul-18,1.8,Jelly Bean
8761,Dr. Cares - Pet Rescue 911 🐶,FAMILY,4.2,14432,35000.0,500000,Free,0.0,Everyone,Casual,21-Sep-17,1.5,Ice Cream Sandwich
8763,Dr. Parker : Parking Simulator,GAME,4.5,14253,81000.0,1000000,Free,0.0,Everyone,Racing,18-Jan-18,3.1,Ice Cream Sandwich
8764,Dr. Parker : Real car parking simulation,GAME,4.6,15829,95000.0,1000000,Free,0.0,Everyone,Racing,24-Jul-18,1.29,Ice Cream Sandwich
8765,Dr. Battery - Fast Charger - Super Cleaner 2018,TOOLS,4.5,101738,10000.0,1000000,Free,0.0,Everyone,Tools,26-Jul-18,2.2.82,Ice Cream Sandwich
8766,"Dr. Safety - Antivirus, Booster, Cleaner, AppLock",TOOLS,4.4,372553,21000.0,10000000,Free,0.0,Everyone,Tools,6-Aug-18,3.0.1114,Jelly Bean
8767,DR TV,VIDEO_PLAYERS,3.3,6716,4700.0,500000,Free,0.0,Mature 17+,Video Players & Editors,25-Jun-18,3.0.6,KitKat
8768,Real Car Dr Parking Master: Parking Games 2018,FAMILY,4.2,3345,27000.0,1000000,Free,0.0,Everyone,Simulation,12-May-18,1,Jelly Bean
8769,Doctor Kids,FAMILY,4.2,200450,25000.0,10000000,Free,0.0,Everyone,Casual;Pretend Play,26-Jul-18,1.39,Jelly Bean
8770,Dr. Rocket,GAME,4.0,42182,3400.0,1000000,Free,0.0,Everyone,Arcade,6-Jan-18,1.11,Jelly Bean
8771,Dr. Muscle,HEALTH_AND_FITNESS,4.0,87,33000.0,10000,Free,0.0,Everyone,Health & Fitness,28-Jul-18,2.5,Ice Cream Sandwich
8772,Dr. Dominoes,GAME,4.0,2700,5700.0,500000,Free,0.0,Everyone,Board,3-Jan-18,1.06,Jelly Bean
8773,Dr. Sudoku,FAMILY,3.5,2310,3100.0,500000,Free,0.0,Everyone,Puzzle,4-Jan-18,1.06,Jelly Bean
8775,Dr. Unblock,FAMILY,3.9,3847,4300.0,1000000,Free,0.0,Everyone,Puzzle,3-Jan-18,1.05,Jelly Bean
8776,Dr. Gomoku,GAME,3.9,85317,4500.0,5000000,Free,0.0,Everyone,Board,15-Jan-18,1.54,Ice Cream Sandwich
8777,Dr. Panda Farm,FAMILY,4.1,265,46000.0,10000,Paid,2.99,Everyone,Education;Pretend Play,21-Jul-16,1,Ice Cream Sandwich
8778,DR.MEEP,FAMILY,4.4,54,33000.0,500,Paid,2.99,Everyone,Puzzle,29-Jun-18,1.2,Jelly Bean
8779,Dr. Panda Art Class,FAMILY,4.2,1013,58000.0,50000,Paid,2.99,Everyone,Education;Creativity,26-Apr-17,1.7,Ice Cream Sandwich
8780,Dr. Panda's Swimming Pool,FAMILY,4.4,2311,9300.0,100000,Paid,1.99,Everyone,Casual;Pretend Play,15-Jan-15,1.01,Ice Cream Sandwich
8781,Dr. Pixel: Pill mania Classic,FAMILY,4.3,2419,6200.0,100000,Free,0.0,Everyone,Puzzle,31-Mar-18,1.2.7,Ice Cream Sandwich
8782,Dr. Chess,GAME,4.1,97209,6700.0,1000000,Free,0.0,Everyone,Board,14-Jan-18,1.41,Ice Cream Sandwich
8783,Super Dr. Parking 3D,FAMILY,4.0,4518,41000.0,1000000,Free,0.0,Everyone,Simulation,17-Dec-17,3.3,Jelly Bean
8784,Dr Dre - Beatmaker,GAME,4.3,146,6000.0,10000,Free,0.0,Mature 17+,Music,28-Feb-18,5.3.8,Ice Cream Sandwich
8785,Dr. Panda & Toto's Treehouse,FAMILY,4.4,3397,9500.0,50000,Paid,3.99,Everyone,Casual;Pretend Play,9-Dec-14,1.8,Ice Cream Sandwich
8786,Dr. Cares - Amy's Pet Clinic 🐈 🐕,FAMILY,4.5,3580,60000.0,100000,Free,0.0,Everyone,Casual,30-Apr-18,1.8,KitKat
8787,Dr. Splorchy Presents Space Heroes,GAME,4.6,18,31000.0,100,Paid,4.99,Mature 17+,Adventure,23-Jul-18,1,Nougat
8788,Pet Vet Dr - Animals Hospital,FAMILY,3.7,11748,36000.0,1000000,Free,0.0,Teen,Casual,31-Oct-16,1.3,Ice Cream Sandwich
8789,Dr.Android Repair Master 2017,PRODUCTIVITY,3.8,1205,4300.0,100000,Free,0.0,Everyone,Productivity,10-Jun-18,2,Ice Cream Sandwich
8790,DR CONTROL,FAMILY,3.4,267,1500.0,10000,Free,0.0,Everyone,Entertainment,8-Mar-17,2.1.0,Ice Cream Sandwich
8791,Dr Driving Racer,GAME,4.3,183,68000.0,10000,Free,0.0,Everyone,Racing,14-Jun-18,2.1,Jelly Bean
8792,Dr. McDougall Mobile Cookbook,HEALTH_AND_FITNESS,3.8,76,1200.0,1000,Paid,4.99,Everyone,Health & Fitness,26-Jan-15,1.1,Froyo
8793,Dr. Seuss's ABC,FAMILY,4.7,429,12000.0,10000,Paid,3.99,Everyone,Books & Reference;Education,26-Feb-18,2.05,Ice Cream Sandwich
8794,Dr. Booster - Boost Game Speed,TOOLS,4.4,138872,22000.0,10000000,Free,0.0,Everyone,Tools,15-May-18,2.0.1077,Jelly Bean
8795,Dr. Panda Hospital,FAMILY,4.4,1091,45000.0,50000,Paid,2.99,Everyone,Education;Pretend Play,5-Dec-13,1.6,Eclair
8796,Dr. Panda Café Freemium,FAMILY,4.1,11788,62000.0,1000000,Free,0.0,Everyone,Educational;Pretend Play,10-Aug-17,1.01,Ice Cream Sandwich
8797,Dr. Panda Ice Cream Truck Free,FAMILY,4.4,23022,80000.0,1000000,Free,0.0,Everyone,Role Playing;Pretend Play,2-Aug-18,2.16,Jelly Bean
8798,Dr. Doug's Tips,BOOKS_AND_REFERENCE,4.0,22,34000.0,1000,Free,0.0,Everyone,Books & Reference,1-Sep-16,1.1,Gingerbread
8799,Dr. 2048,FAMILY,3.9,1985,3500.0,500000,Free,0.0,Everyone,Puzzle,30-Dec-17,1.05,Jelly Bean
8800,Dr. Panda Restaurant 2,FAMILY,4.3,3725,67000.0,100000,Paid,2.99,Everyone,Educational;Pretend Play,17-Feb-16,1.96,Ice Cream Sandwich
8801,Dr. Panda Supermarket,FAMILY,4.2,1357,58000.0,50000,Paid,2.99,Everyone,Educational;Pretend Play,16-Feb-16,1.6,Ice Cream Sandwich
8802,Dr. Shogi,GAME,3.3,19291,5100.0,1000000,Free,0.0,Everyone,Board,2-Jan-18,1.24,Jelly Bean
8803,DR Sebi's Alkaline List,FAMILY,4.0,68,5500.0,5000,Free,0.0,Everyone,Education,5-Apr-17,0.1,Gingerbread
8804,DraStic DS Emulator,GAME,4.6,87766,12000.0,1000000,Paid,4.99,Everyone,Action,19-Jul-16,r2.5.0.3a,Gingerbread
8805,NDS Emulator - For Android 6,GAME,4.1,14002,19000.0,1000000,Free,0.0,Everyone,Arcade,26-Jul-18,pb1.0.0.1,Ice Cream Sandwich
8806,Free DS Emulator,GAME,4.1,22896,19000.0,1000000,Free,0.0,Everyone,Arcade,26-Jul-18,pb1.0.0.1,Ice Cream Sandwich
8807,nds4droid,GAME,3.4,107778,8800.0,10000000,Free,0.0,Everyone,Arcade,12-Feb-16,47,Gingerbread
8808,MegaNDS (NDS Emulator),GAME,3.4,2218,11000.0,500000,Free,0.0,Everyone,Arcade,18-Oct-17,2,Ice Cream Sandwich
8809,DS file,PRODUCTIVITY,4.1,10676,12000.0,1000000,Free,0.0,Everyone,Productivity,23-May-18,4.11.0,Jelly Bean
8810,DS finder,TOOLS,4.0,2596,32000.0,500000,Free,0.0,Everyone,Tools,19-Jul-18,2.0.1,Lollipop
8811,DS get,TOOLS,3.4,71852,22000.0,5000000,Free,0.0,Everyone,Tools,23-May-18,1.12.0,Jelly Bean
8812,DS cloud,TOOLS,3.2,4908,38000.0,500000,Free,0.0,Everyone,Tools,23-May-18,2.8.0,Ice Cream Sandwich
8815,DS note,PRODUCTIVITY,3.9,2046,60000.0,100000,Free,0.0,Everyone,Productivity,11-Jun-18,1.10.1,KitKat
8816,DS cam,PRODUCTIVITY,3.6,3227,35000.0,500000,Free,0.0,Everyone,Productivity,26-Jul-18,3.0.1,Jelly Bean
8817,DS router,TOOLS,3.8,253,15000.0,50000,Free,0.0,Everyone,Tools,13-Jun-18,1.1.8,Jelly Bean
8818,EmuBox - Fast Retro Emulator,GAME,3.9,1576,43000.0,50000,Free,0.0,Everyone,Arcade,5-Aug-18,2.1.1,Jelly Bean
8820,DS Creator 2.0,TOOLS,1.0,2,4400.0,500,Free,0.0,Everyone,Tools,23-Mar-18,2.0.180226.1,Ice Cream Sandwich
8821,DS App Manager,TOOLS,4.6,14,2100.0,1000,Free,0.0,Everyone,Tools,21-Mar-15,1,Gingerbread
8824,DS,FAMILY,4.9,15,23000.0,100,Free,0.0,Everyone,Casual,19-Jan-16,1,Gingerbread
8827,DS Barometer - Altimeter and Weather Information,WEATHER,3.9,2962,4200.0,100000,Free,0.0,Everyone,Weather,9-Jul-18,3.67,Gingerbread
8829,DS-L4 Viewer,PHOTOGRAPHY,3.5,13,7900.0,1000,Free,0.0,Everyone,Photography,29-Jan-18,1.2.0.9,Lollipop
8830,DS Tower Defence,GAME,3.2,768,1400.0,100000,Free,0.0,Everyone,Arcade,5-Jun-13,1,Cupcake
8835,RetroArch,GAME,3.8,21423,84000.0,1000000,Free,0.0,Everyone,Action,4-May-18,1.7.3,Gingerbread
8836,DS Speedometer & Odometer,MAPS_AND_NAVIGATION,3.9,22382,6600.0,1000000,Free,0.0,Everyone,Maps & Navigation,22-Mar-18,6.93,Gingerbread
8837,MegaN64 (N64 Emulator),FAMILY,4.6,877576,12000.0,10000000,Free,0.0,Everyone,Casual,14-May-16,6,Eclair
8838,DS-20000S,PRODUCTIVITY,1.8,12,14000.0,1000,Free,0.0,Everyone,Productivity,3-Aug-18,1.2.2,Jelly Bean
8840,Learn DS [BETA],FAMILY,4.3,9,5000.0,500,Free,0.0,Everyone,Education,12-Feb-17,0.5,Ice Cream Sandwich
8841,Deep Sleep Battery Saver Pro,TOOLS,3.9,1417,2900.0,10000,Paid,3.28,Everyone,Tools,15-Aug-17,5.1,Jelly Bean
8843,DS-Students,FAMILY,4.8,5,8400.0,100,Free,0.0,Everyone,Education,3-Jul-18,2,Jelly Bean
8844,DS Thermometer,WEATHER,3.7,631,3000.0,100000,Free,0.0,Everyone,Weather,30-May-15,2.2,Gingerbread
8845,PhotoFrame for Synology DS,PHOTOGRAPHY,4.0,1,2600.0,10,Paid,4.99,Everyone,Photography,2-Feb-17,1.5,Ice Cream Sandwich
8846,Deep Sleep Battery Saver,TOOLS,4.1,22032,3700.0,1000000,Free,0.0,Everyone,Tools,17-Aug-17,5.1,Jelly Bean
8847,Draft Simulator for FUT 18,SPORTS,4.6,162933,100000.0,5000000,Free,0.0,Everyone,Sports,11-May-18,25.7,Jelly Bean
8848,DS Flashlight,TOOLS,4.0,127,5800.0,10000,Free,0.0,Everyone,Tools,30-May-15,1.31,Froyo
8850,dt Pro,FINANCE,4.8,4,4500.0,1000,Free,0.0,Everyone,Finance,16-May-17,3.1,Froyo
8852,DT Manager,PRODUCTIVITY,4.0,9,3100.0,500,Free,0.0,Everyone,Productivity,21-May-15,1.7,Gingerbread
8853,Real Sheet ∞: Pathfinder + DT,FAMILY,3.5,2,22000.0,50,Paid,2.99,Everyone,Role Playing,20-Mar-17,1.1,Jelly Bean
8855,DT Fieldlink,BUSINESS,3.0,2,49000.0,500,Free,0.0,Everyone,Business,19-Sep-17,2.1.1,Jelly Bean
8856,DT Driving Test Theory,FAMILY,4.6,477,1600.0,10000,Free,0.0,Everyone,Education,22-Feb-18,1.1,Ice Cream Sandwich
8857,DT Smart,TOOLS,1.6,39,8900.0,1000,Free,0.0,Everyone,Tools,7-Dec-17,1.1.4,Jelly Bean
8858,Truck Simulator DT 3D,FAMILY,3.8,110,22000.0,5000,Free,0.0,Everyone,Simulation,23-Apr-17,1.0.6,Gingerbread
8859,DT Baby Cam,TOOLS,1.7,10,23000.0,500,Free,0.0,Everyone,Tools,5-Dec-17,3,Froyo
8860,Bloons TD 5,FAMILY,4.6,190086,94000.0,1000000,Paid,2.99,Everyone,Strategy,13-Jul-18,3.16,Gingerbread
8861,WPBS-DT,FAMILY,5.0,3,6300.0,500,Free,0.0,Everyone,Entertainment,3-Apr-15,4.1.1,Gingerbread
8862,ReadyOp DT,COMMUNICATION,4.6,8,1100.0,1000,Free,0.0,Everyone,Communication,6-Jul-18,1.0.56,Gingerbread
8863,Soccer Manager 2018,SPORTS,4.4,63779,95000.0,1000000,Free,0.0,Everyone,Sports,16-Jul-18,1.5.6,Lollipop
8864,Online Soccer Manager (OSM),SPORTS,4.5,1312936,21000.0,10000000,Free,0.0,Everyone,Sports,31-Jul-18,3.4.06,KitKat
8865,DT-VR,FAMILY,3.8,25,9500.0,1000,Free,0.0,Everyone,Entertainment,9-Aug-16,1.2,Froyo
8866,Dt Tracking,AUTO_AND_VEHICLES,4.0,4,24000.0,100,Free,0.0,Everyone,Auto & Vehicles,28-Oct-16,0.2,Ice Cream Sandwich
8867,DT Simple Interval Timer,SPORTS,4.1,10,1500.0,1000,Free,0.0,Everyone,Sports,17-Feb-14,1.01,Eclair
8869,DT CLOTHINGS,SHOPPING,5.0,1,7900.0,10,Free,0.0,Everyone,Shopping,25-Jul-18,1.0.1,Jelly Bean
8874,Dt. Jyothi Srinivas,HEALTH_AND_FITNESS,5.0,18,13000.0,100,Free,0.0,Everyone,Health & Fitness,6-Feb-18,1.0.6,Jelly Bean
8875,DT future1 cam,TOOLS,1.0,1,24000.0,50,Free,0.0,Everyone,Tools,27-Mar-18,3.1,Froyo
8880,Wheelie Challenge,GAME,4.6,137338,51000.0,5000000,Free,0.0,Everyone,Racing,13-Jul-18,1.44,Jelly Bean
8881,DT NO.I,HEALTH_AND_FITNESS,2.4,44,49000.0,1000,Free,0.0,Everyone,Health & Fitness,1-Aug-18,V1.0.1,Jelly Bean
8886,Top Soccer Manager,SPORTS,4.4,199739,66000.0,10000000,Free,0.0,Everyone,Sports,6-Aug-18,1.18.8,Ice Cream Sandwich
8887,The Secret Daily Teachings,LIFESTYLE,4.3,206,32000.0,1000,Paid,4.99,Everyone,Lifestyle,11-Feb-18,14,Ice Cream Sandwich
8888,Spring flowers theme couleurs d t space,ART_AND_DESIGN,5.0,1,2900.0,100,Free,0.0,Everyone,Art & Design,18-Apr-18,1.0.2,Ice Cream Sandwich
8889,Soccer Board Tactics,SPORTS,4.1,6231,8900.0,100000,Free,0.0,Everyone,Sports,9-Feb-18,10.36,Jelly Bean
8890,Dirt Trackin Sprint Cars,GAME,3.8,499,47000.0,10000,Paid,3.99,Everyone,Racing,10-May-18,1.0.13,Lollipop
8891,senior easy phone,PERSONALIZATION,3.9,168,2100.0,50000,Free,0.0,Teen,Personalization,27-Mar-15,1,Gingerbread
8892,dt.se,NEWS_AND_MAGAZINES,3.1,124,12000.0,10000,Free,0.0,Everyone,News & Magazines,29-Jun-18,4.9.0,Jelly Bean
8893,WhatsVPN - Unlimited Free VPN,TOOLS,4.7,24985,7800.0,500000,Free,0.0,Everyone,Tools,27-Jul-18,2.2.927,Jelly Bean
8894,Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759815,15000.0,100000000,Free,0.0,Everyone,Tools,25-Jul-18,3.1.2,Ice Cream Sandwich
8895,du app,LIFESTYLE,3.5,7578,25000.0,1000000,Free,0.0,Everyone,Lifestyle,24-Jul-18,3.98,Jelly Bean
8896,DU Battery Saver - Battery Charger & Battery Life,TOOLS,4.5,13479633,14000.0,100000000,Free,0.0,Everyone,Tools,5-Jun-18,4.8.7.8,Ice Cream Sandwich
8897,DU Antivirus Security - Applock & Privacy Guard,TOOLS,4.6,436615,10000.0,10000000,Free,0.0,Everyone,Tools,5-Jun-18,3.3.1,Ice Cream Sandwich
8898,DU Cleaner – Memory cleaner & clean phone cache,TOOLS,4.5,465831,8900.0,10000000,Free,0.0,Everyone,Tools,23-Jul-18,1.5.9.9,Ice Cream Sandwich
8899,DU Launcher - Boost Your Phone,PERSONALIZATION,4.5,67707,4800.0,1000000,Free,0.0,Everyone,Personalization,7-Feb-16,1.8.0.4,Ice Cream Sandwich
8900,DU Security,TOOLS,4.4,4847,3200.0,100000,Free,0.0,Everyone,Tools,29-Jun-16,3.0.0.2071,Ice Cream Sandwich
8901,DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133539,4700.0,10000000,Free,0.0,Everyone,Communication,1-Apr-16,6.4.0.4,Ice Cream Sandwich
8903,DU Browser Mini(Small&Fast),TOOLS,4.2,20941,2000.0,1000000,Free,0.0,Everyone,Tools,23-Dec-16,1.12.23,Ice Cream Sandwich
8904,Caller ID & Call Block - DU Caller,COMMUNICATION,4.6,93930,14000.0,5000000,Free,0.0,Everyone,Communication,1-Aug-18,4.0.8,Jelly Bean
8905,Lock Screen - DU Locker & Lock screen wallpaper,TOOLS,4.5,5174,4700.0,100000,Free,0.0,Everyone,Tools,26-Apr-18,2.0.0,Ice Cream Sandwich
8906,du View,FAMILY,3.8,935,22000.0,50000,Free,0.0,Teen,Entertainment,26-Mar-18,6.4.1,Jelly Bean
8907,DU Emoji Keyboard（Simeji）,TOOLS,4.3,19234,14000.0,500000,Free,0.0,Everyone,Tools,23-Feb-17,3.1.3,Ice Cream Sandwich
8908,"DU GIF Maker: GIF Maker, Video to GIF & GIF Editor",PHOTOGRAPHY,4.6,7605,4300.0,500000,Free,0.0,Everyone,Photography,10-Apr-18,1.2.2.2,Jelly Bean
8910,Upgrade for Android DU Master,TOOLS,3.6,12993,5200.0,1000000,Free,0.0,Everyone,Tools,9-Jan-17,1.3.0,Gingerbread
8912,Weather Forecast Pro,WEATHER,4.7,14051,8700.0,100000,Paid,3.99,Everyone,Weather,4-Aug-18,8.5,Ice Cream Sandwich
8914,DU Collage Maker - Photo Collage & Grid & Layout,PHOTOGRAPHY,4.7,4595,2500.0,100000,Free,0.0,Everyone,Photography,4-Sep-17,1.4.0,Ice Cream Sandwich
8915,Du Chinese – Mandarin Lessons,FAMILY,4.8,3390,9200.0,100000,Free,0.0,Everyone,Education,3-Oct-17,1.5.0,Jelly Bean
8916,Portes du Soleil,SPORTS,3.1,500,39000.0,50000,Free,0.0,Everyone,Sports,16-Feb-18,10.012,Jelly Bean
8917,Sword of Chaos - Lame du Chaos,GAME,4.5,23599,96000.0,100000,Free,0.0,Teen,Action,1-Jun-18,11.0.2,Ice Cream Sandwich
8919,Bible du Semeur-BDS (French),BOOKS_AND_REFERENCE,4.5,313,6900.0,50000,Free,0.0,Everyone,Books & Reference,4-Aug-18,0.7,Cupcake
8920,La citadelle du musulman,BOOKS_AND_REFERENCE,4.5,314,9800.0,50000,Free,0.0,Everyone,Books & Reference,17-Mar-16,2.1,Gingerbread
8922,Clean My Android,PRODUCTIVITY,4.7,101163,6200.0,5000000,Free,0.0,Everyone,Productivity,31-Jul-18,1.4.5.2,Jelly Bean
8924,La Poupée du Voyant,FAMILY,4.4,265,8200.0,50000,Free,0.0,Everyone,Entertainment,6-Jan-17,1.0.0,Jelly Bean
8926,APUS Booster - Space Cleaner & Booster,PRODUCTIVITY,4.6,1048766,13000.0,10000000,Free,0.0,Everyone,Productivity,3-Aug-18,2.6.28,Ice Cream Sandwich
8927,Officiel du SCRABBLE LAROUSSE,BOOKS_AND_REFERENCE,3.4,116,48000.0,5000,Paid,4.6,Everyone,Books & Reference,13-Oct-16,1.4,Gingerbread
8930,iSmart DV,VIDEO_PLAYERS,3.6,5692,31000.0,1000000,Free,0.0,Everyone,Video Players & Editors,27-Jul-18,R1.4.14.B1.4,Jelly Bean
8931,dv Prompter,VIDEO_PLAYERS,3.7,321,1300.0,50000,Free,0.0,Everyone,Video Players & Editors,14-Mar-17,1.2.9,Jelly Bean
8932,Sports DV,LIFESTYLE,2.1,86,29000.0,10000,Free,0.0,Everyone,Lifestyle,17-Jul-18,3.0.3,Jelly Bean
8933,Live DV,PHOTOGRAPHY,2.0,16,17000.0,1000,Free,0.0,Everyone,Photography,9-May-18,1.0.6,KitKat
8934,Mini DV,AUTO_AND_VEHICLES,3.5,12,19000.0,5000,Free,0.0,Everyone,Auto & Vehicles,29-May-18,1.27,Ice Cream Sandwich
8935,DV-2019 Results,FAMILY,4.3,158,2600.0,10000,Free,0.0,Everyone,Entertainment,14-Jun-18,17,Ice Cream Sandwich
8936,AKASO DV,TOOLS,2.4,99,71000.0,10000,Free,0.0,Everyone,Tools,26-Jul-18,V1.0.9,Ice Cream Sandwich
8937,DV-LOTTERY 2019 REGISTRATION,FAMILY,4.5,97,2600.0,10000,Free,0.0,Everyone,Entertainment,20-Jan-18,3,Ice Cream Sandwich
8938,Selfie DV,TOOLS,2.8,29,14000.0,1000,Free,0.0,Everyone,Tools,24-Apr-17,2.3.26,Ice Cream Sandwich
8940,DV 2019 Entry Guide,BOOKS_AND_REFERENCE,4.5,92,5100.0,10000,Free,0.0,Everyone,Books & Reference,18-Oct-17,2.0.0,Jelly Bean
8942,Porch DV,HOUSE_AND_HOME,2.8,5,13000.0,1000,Free,0.0,Everyone,House & Home,2-Jun-18,1,Jelly Bean
8943,DV 2019 - EDV Photo & Form,BOOKS_AND_REFERENCE,3.9,314,2600.0,50000,Free,0.0,Everyone,Books & Reference,24-Oct-16,6.0.0,Ice Cream Sandwich
8944,SDV Cam,TOOLS,3.2,67,65000.0,10000,Free,0.0,Everyone,Tools,2-Jun-17,1.0.8,Ice Cream Sandwich
8945,XDV,PHOTOGRAPHY,3.1,6827,8700.0,1000000,Free,0.0,Everyone,Photography,20-Apr-18,1.9.5,Gingerbread
8947,DV Car Service,MAPS_AND_NAVIGATION,4.6,10,25000.0,100,Free,0.0,Everyone,Maps & Navigation,9-Aug-17,1.002,Ice Cream Sandwich
8948,DV Lottery Photo,VIDEO_PLAYERS,2.9,23,4000.0,5000,Free,0.0,Everyone,Video Players & Editors,16-Dec-16,1.1,Honeycomb
8949,DV Lottery Photo Tool,PHOTOGRAPHY,4.0,223,1700.0,50000,Free,0.0,Everyone,Photography,28-Oct-17,1.06,Jelly Bean
8950,iCam - Webcam Video Streaming,TOOLS,3.7,770,2400.0,10000,Paid,4.99,Everyone,Tools,7-Oct-16,1.6.7,Gingerbread
8951,DV KING 4K,PHOTOGRAPHY,2.3,3,8500.0,100,Free,0.0,Everyone,Photography,17-Jul-18,1.0.10,Ice Cream Sandwich
8952,Wifi Action Camera,PHOTOGRAPHY,2.9,118,26000.0,50000,Free,0.0,Everyone,Photography,24-Jul-18,1.3.5,Ice Cream Sandwich
8953,US DV Lottery 2020 Apply,TRAVEL_AND_LOCAL,4.6,41,2000.0,10000,Free,0.0,Everyone,Travel & Local,14-Jan-18,1.02,Ice Cream Sandwich
8954,DV-2019 PHOTO TOOL,FAMILY,4.3,21,2500.0,1000,Free,0.0,Everyone,Entertainment,20-Jan-18,5,Ice Cream Sandwich
8955,DV ASSIST,FAMILY,5.0,1,18000.0,100,Free,0.0,Everyone,Education,2-Aug-18,1,KitKat
8956,4K Ultra Camera,PHOTOGRAPHY,4.2,382,2900.0,100000,Free,0.0,Everyone,Photography,30-Jul-18,39.272.12,Froyo
8957,DV Lottery Simulator,FAMILY,4.6,13,1300.0,1000,Free,0.0,Everyone,Entertainment,20-Oct-16,1.1,Jelly Bean
