# Data is copyright of Lavanya Gupta @ https://www.kaggle.com/lava18/google-play-store-apps,,
Last Updated,Current Ver,Android Ver
7-Aug-18,1.0.2,4.1 and up
18-Dec-17,1.2.3,4.0 and up
11-Apr-17,5.3.0,4.0.3 and up
15-Dec-16,0.74 11.12.2016,4.0.3 and up
13-Dec-14,2.3,2.3 and up
13-Mar-18,2.6.3,4.2 and up
27-Apr-18,4/27/2018,4.0 and up
22-Apr-17,1.2,2.3 and up
1-Feb-18,1.0.3-DzMobile,4.0.3 and up
19-Nov-15,6.2.3,3.0 and up
15-May-17,3.0.2,4.0 and up
29-Jul-17,0.0.7,Varies with device
8-Jul-18,1,4.2 and up
10-Mar-18,2018-03,4.0 and up
,,
12-Jul-18,1,4.2 and up
17-Dec-14,1.1.6,2.3 and up
16-May-18,4.6,4.1 and up
10-Aug-17,2.51,4.0.3 and up
16-Jul-16,2.4,2.3 and up
4-May-17,1,2.3 and up
21-Sep-17,1.0.4,4.1 and up
,,
18-May-18,6.0.0,5.0 and up
19-Jul-17,1,4.0 and up
24-Jun-18,1.22.1,4.4 and up
10-Nov-16,1,2.3 and up
1-Apr-16,1.06,1.6 and up
18-Nov-16,6.0.0.0,4.1 and up
,,
14-Mar-18,1,4.1 and up
29-May-17,1.0.0,4.0 and up
25-May-18,Varies with device,Varies with device
27-Aug-17,1,4.1 and up
13-Jun-18,4,4.0.3 and up
17-Feb-18,0.35,4.0.3 and up
21-Dec-16,2,4.0 and up
7-Jun-18,12,4.0.3 and up
26-Apr-18,3,4.2 and up
6-Nov-16,1.0.7,4.1 and up
31-Oct-16,2,4.0 and up
21-Feb-18,3.0.0,4.1 and up
3-Mar-18,1.0.0,4.0.3 and up
28-Jul-18,2.5,4.2 and up
30-Jul-15,1.8,4.0 and up
30-Mar-18,2.1,4.0 and up
28-Apr-16,1,2.3 and up
19-Nov-17,1,4.3 and up
13-Jun-18,1.1,4.2 and up
19-Dec-12,1.3,2.1 and up
31-Jul-18,1.0.6,4.1 and up
24-Jul-17,1.9.3097721,2.3.3 and up
21-May-18,2.3.1,4.0 and up
24-Jul-18,2.12.1,4.1 and up
2-Jul-18,6.4.0,4.1 and up
15-May-18,4.3.6,4.0 and up
7-Dec-17,18.0.5.172734,4.4 and up
31-Jul-18,4.34.0,4.0.3 and up
12-Jun-18,6.8.1,4.1 and up
28-Jun-18,Varies with device,Varies with device
21-May-18,0.12.334385,4.1 and up
24-May-18,1.8.91,4.1 and up
21-Oct-16,1.3.12,3.0 and up
14-Jun-18,3.0.10,3.0 and up
31-May-18,Varies with device,4.1 and up
8-Feb-17,04.00.40,2.3 and up
3-Nov-17,1.4,4.0.3 and up
1-Jun-18,4.4.4,4.1 and up
22-Feb-17,1.4.10,4.1 and up
3-Feb-16,1.0.6,4.0 and up
1-Aug-18,2.6.0.125,4.0.3 and up
11-Dec-17,2.16.0,4.0.3 and up
9-May-18,5.3.1,2.3.3 and up
1-Aug-18,5.27.0.729,4.1 and up
16-Jul-18,1.7.3b,4.0.3 and up
25-Jan-17,3.3.118003,4.4 and up
3-Jul-18,5.3.3,2.3 and up
24-Jul-18,3.2.1c,4.0 and up
2-Aug-18,2.17.1,4.1 and up
21-Sep-17,1.18.1,4.1 and up
28-Jun-16,1.2.2,4.4 and up
3-Aug-18,2.3.24,4.1 and up
26-Jul-18,2.0.5,4.3 and up
1-Aug-18,1.21.2,4.3 and up
2-Feb-15,1.0.5,4.3 and up
1-Jun-18,1.5.0,4.0.3 and up
18-Nov-17,1,4.0 and up
9-Oct-17,1.1.2,4.1 and up
27-Jan-16,1.6,4.0 and up
1-Feb-17,1,4.1 and up
7-Jun-18,1.2.7,4.2 and up
15-Jun-18,5.29.02,5.0 and up
2-May-18,18.1.79,5.0 and up
3-Nov-17,1.0.2,4.4 and up
25-May-18,2.2.1,4.4 and up
20-Apr-18,33,4.0.3 and up
15-May-18,1.2,4.1 and up
22-Mar-18,3.0.0,4.0 and up
26-Apr-18,1,4.1 and up
11-Feb-18,1.7.8,4.0.3 and up
13-Jul-18,2,4.0.3 and up
17-May-17,1,4.1 and up
3-Aug-18,Varies with device,Varies with device
30-Apr-14,1,4.0 and up
13-Apr-18,9.4.7.6,4.0 and up
11-Jul-18,2,4.0 and up
18-Apr-18,17.25.11,4.1 and up
30-Jul-18,1.0.0,4.0.3 and up
16-Nov-17,1.0.0,4.0.3 and up
10-May-18,5.1,4.1 and up
16-Nov-17,1.4,3.0 and up
5-Jun-18,3.6.1,4.1 and up
19-Oct-17,1,4.0.3 and up
29-Jan-18,1,3.0 and up
,,
3-Mar-18,2,4.0.3 and up
30-Aug-17,1,2.2 and up
,,
7-Aug-18,1.0.1,5.0 and up
19-Oct-17,1.3,4.1 and up
9-Jul-18,4.2.2,4.1 and up
30-Jun-18,1.0.1,4.2 and up
26-Apr-18,2.12,2.3 and up
,,
7-Aug-18,1,5.0 and up
21-Feb-17,6,4.0 and up
3-Mar-18,2.1.4,4.0 and up
8-Mar-18,1.10.279.2,4.2 and up
1-Feb-18,1.5,4.1 and up
31-Jul-18,1.1,4.4 and up
21-Dec-16,8,2.3 and up
,,
16-Jan-18,10.0.0,4.1 and up
8-Jan-18,Varies with device,Varies with device
10-Nov-17,1,4.0.3 and up
21-Jul-18,2.1,4.0 and up
21-Oct-16,6.7,2.3 and up
6-Aug-18,5,4.4 and up
29-Dec-14,2.1,3.0 and up
9-May-17,1.17.0.0,2.3.3 and up
27-Mar-18,1,3.0 and up
18-Jun-17,1,2.3 and up
20-Nov-16,1.02,4.1 and up
,,
24-Jul-17,8.07.021,4.0 and up
9-Jul-18,1.12,5.0 and up
11-Nov-16,1,4.1 and up
26-Jul-18,3.9.13,4.4 and up
13-Jun-18,8.3.13.6,4.1 and up
18-Dec-17,1.278.0037,2.3.3 and up
24-Feb-17,1.2,4.0.3 and up
7-Apr-18,8.1,4.0.3 and up
14-May-18,3.0.21,4.0 and up
13-Nov-17,1.1.3,4.1 and up
12-Feb-15,1.3,4.0 and up
27-Mar-18,2,3.0 and up
26-Jun-18,3.8.0,4.1 and up
30-Mar-18,1.283.0037,2.3.3 and up
26-May-15,4.1.1,2.3.3 and up
7-Jun-18,1.0.2,4.0 and up
9-Jul-18,0.0.44,4.0 and up
27-Jun-18,3.5,4.4 and up
15-Mar-17,1.1,4.0 and up
24-Jul-18,1.0.2,4.1 and up
9-Feb-18,1.2,4.0.3 and up
13-Jul-18,erie1.3.23.42-release,4.4 and up
22-Dec-16,1.1.2,4.1 and up
23-Feb-18,1.283.0037,2.3.3 and up
,,
20-Jul-18,1,4.0 and up
23-Jan-18,1.278.0037,2.3.3 and up
23-Apr-18,1,4.0.3 and up
14-Feb-18,1.9.8,4.0 and up
25-Apr-18,14.01,4.0.3 and up
28-Aug-17,1.3,4.4 and up
31-Jul-18,1.4,4.0.3 and up
1-Aug-18,1.11,4.0.3 and up
21-Oct-16,1.0.1,4.1 and up
10-Jul-18,3.29,4.2 and up
30-Jul-18,1.7.0.00115,4.1 and up
29-Jun-18,1.2.1,4.4 and up
23-Jul-18,1.10.0,4.4 and up
16-Aug-17,1.0.1.00613,4.1 and up
4-May-18,2.0.1,4.4 and up
23-Jul-18,3.0.0.2927,5.0 and up
24-Jul-18,3.1.0,5.0 and up
11-Jun-18,1.6.0,4.4 and up
25-Dec-17,1.6.6,4.4 and up
24-Apr-18,1.7.0,4.4 and up
21-Jun-18,3.1.0,4.1 and up
19-Apr-18,1.6,4.1 and up
25-Jan-16,1.3.0,4.0 and up
15-Sep-15,1.0.05,4.0 and up
5-Oct-17,Varies with device,Varies with device
18-Jun-18,3.0.7,4.4 and up
20-May-18,1.1.3,4.4 and up
20-Mar-17,Varies with device,Varies with device
21-Feb-18,1.0.38,4.0 and up
12-Oct-17,1.2.2,4.3 and up
9-May-18,18.1.79,5.0 and up
24-Jun-16,2,4.3 and up
24-Jul-18,1.29,4.4 and up
10-Jul-18,1.2,5.0 and up
27-May-15,1.03,3.0 and up
23-Jan-17,1.0.5,4.4 and up
27-Feb-17,2.8.3.1,2.2 and up
12-Mar-18,1.1.1,4.4 and up
22-May-18,1.0.0,4.1 and up
31-Jul-18,4541.25.51,4.1 and up
7-Aug-18,Build 54,4.0.3 and up
21-Sep-16,1.0.1 (1.5.1),4.0 and up
8-May-18,1.2,4.2 and up
23-Mar-18,7.7.3,4.1 and up
9-Feb-18,1,4.0.3 and up
4-Oct-13,2.1.0.9,2.1 and up
29-Jun-18,4.2.4,4.1 and up
20-Sep-17,1.6.1,Varies with device
7-Jun-18,1.1.0,4.3 and up
6-May-18,1.9.0,4.0.3 and up
15-Jul-18,2.9.19a,4.2 and up
31-Jul-18,3.0.18 Fundamental,4.0 and up
13-Jul-17,Build 12,2.2 - 7.1.1
12-Oct-17,1.13,4.1 and up
13-Jul-17,1.1,4.0.3 and up
28-Jun-18,4.1806.3,4.0 and up
22-Jul-16,37893,4.0 and up
27-Jul-18,2.0.7,4.1 and up
6-Dec-14,1.0.28,2.3 and up
28-Mar-17,2.13,2.2 and up
27-Nov-17,7,2.3.3 and up
30-May-18,0.0.3,4.1 and up
3-Jul-18,1.6.07,4.1 and up
19-Dec-16,Varies with device,Varies with device
20-Dec-17,Final,4.0 and up
5-May-18,3.1.9,4.0 and up
1-Jul-16,4.2,4.0.3 and up
6-Dec-14,1.0.28,2.3 and up
2-May-18,2.5,2.3 and up
5-Jul-18,2.2.1335,4.1 and up
12-May-17,0.9.1,3.2 and up
15-Oct-17,1.0.0,4.0 and up
27-Apr-16,1,4.1 and up
23-Apr-18,1.0.0,4.1 and up
,,
,,
12-Jun-17,2.2.2,2.2 and up
8-Dec-17,4.0.3,4.0.3 and up
2-Jul-18,10.1.28.560,4.3 and up
22-Jan-17,1.1.1,4.1 and up
27-Dec-17,2.1.2,2.2 and up
7-Feb-18,2.12.0,4.1 and up
26-Feb-17,3.8.6,2.2 and up
29-Jul-18,1.1.3,4.0.3 and up
13-Jul-18,1.7,4.0 and up
22-Jul-16,1.0.0,2.3 and up
3-Nov-17,1.0.6,4.0 and up
11-Jul-18,Varies with device,Varies with device
19-Apr-18,1.0.0,4.0 and up
30-Mar-17,1.04,2.3 and up
1-Jun-18,1.06,2.3 and up
9-Oct-17,4.1.92,3.0 and up
20-Feb-18,1,4.0 and up
13-Jul-18,1.8.19106,4.0.3 and up
7-Aug-18,6.5.2,4.4 and up
30-Mar-17,1.26,2.3 and up
11-May-17,1,4.0.3 and up
1-Mar-17,1.95,4.0 and up
27-Feb-18,1,4.0 and up
1-Jul-18,6.08,4.3 and up
28-Mar-17,1,4.4 and up
30-Jul-18,1.0.6,4.4 and up
13-Jul-18,1,4.0 and up
5-Mar-18,1.6,4.1 and up
18-Jun-18,1.4.5,4.0 and up
7-Oct-17,1.2.1,4.0 and up
11-Oct-13,1.2.10,2.2 and up
24-Apr-18,1,4.1 and up
18-Jul-18,7.2.2,4.1 and up
6-Apr-18,3.33,4.1 and up
12-May-18,1.9,4.0.3 and up
3-Apr-15,1.0.1,2.3 and up
12-Oct-17,5.2.12,4.2 and up
,,
24-Aug-15,2.0.5,2.2 and up
,,
10-Oct-17,3.1.8,4.1 and up
15-Dec-17,1.4.3,4.0.3 and up
12-Jun-18,1.5,4.2 and up
17-Jan-17,130.48.08,4.0.3 and up
11-Jan-16,1,4.0 and up
3-Mar-14,1.5,2.1 and up
8-Mar-18,1.2,4.1 and up
16-Apr-18,2.4.3.1523,4.0 and up
14-Nov-17,1.4,4.0 and up
1-Jun-18,1.7.5,2.3 and up
4-Apr-17,2.1.5,3.0 and up
10-Mar-17,Varies with device,2.3.3 and up
10-Oct-17,6,2.3 and up
7-Mar-18,1.4,4.1 and up
25-Jan-16,1.2.0,2.0 and up
6-Jul-18,2.6,2.3 and up
8-Dec-17,1.4,2.3 and up
30-Dec-16,1.31,4.0.3 and up
5-Jan-18,1.0.15,4.1 and up
3-Jul-18,8.16g,4.2 and up
18-Dec-14,1.3,2.3 and up
9-Jul-18,1.1,4.1 and up
30-May-18,1.31,4.2 and up
29-Jun-18,3.9.11,4.4 and up
19-Apr-18,2.4,4.0.3 and up
28-Apr-17,1.3,4.0 and up
20-Apr-18,1.5.2,3.0 and up
24-May-18,2.2.2,4.4 and up
22-Nov-17,1.7,2.3 and up
30-May-18,1.1,4.0 and up
30-Jun-16,1.4,2.3 and up
19-Jul-18,4.3.0,4.2 and up
23-May-18,1.0.3,2.3.3 and up
19-Oct-17,2.3.1,4.0 and up
17-Jul-18,Varies with device,Varies with device
1-Dec-17,1.4,4.0 and up
,,
6-Nov-17,1.0.4,4.4 and up
16-Jul-18,0.0.10,4.4 and up
21-Nov-16,1.1.0,2.3 and up
26-Apr-18,0.62,4.1 and up
21-Jan-18,1.0.0,4.0 and up
,,
2-Aug-18,Varies with device,Varies with device
19-Jul-18,1.1.14,4.1 and up
23-Nov-17,1.0.4,4.1 and up
23-May-16,1.3,1.6 and up
6-Nov-17,1.1.4,4.1 and up
31-Oct-17,1.0.1,2.3.3 and up
12-Dec-17,2.1,4.0 and up
14-Jan-18,6.2.6,4.1 and up
4-Feb-17,1.2,2.3 and up
9-Jun-18,1.2.2,2.3 and up
12-Oct-15,1.2.2,2.3 and up
19-Jul-18,1.173.126,4.1 and up
22-May-17,2.1.3,4.0 and up
14-Sep-17,Varies with device,4.0.3 and up
23-Nov-17,1.0.4,4.1 and up
1-Aug-18,1.8.8,4.4 and up
22-Apr-16,1.0.0,2.1 and up
19-Oct-16,1.1,2.3 and up
18-Mar-16,1.7,2.3 and up
30-Jul-18,5.12.1,4.1 and up
9-Sep-16,1.0.4,4.0 and up
29-Jun-16,1.26.03,2.3.3 and up
19-Jul-18,Varies with device,Varies with device
5-Jun-18,2.0.1,4.0.3 and up
7-Jun-17,1.8,Varies with device
15-Jan-17,6.7,2.3 and up
5-Jan-18,1,4.0 and up
14-Jul-18,1,4.0.3 and up
22-Jun-18,1.2.1,4.0 and up
25-Jul-18,25072018,4.0 and up
18-Aug-16,3.45,2.3 and up
27-Oct-15,1.2,4.0.3 and up
23-Feb-18,5.5.4,4.1 and up
25-Dec-16,3.1,2.3.3 and up
,,
1-Mar-18,1.0.8,2.3 and up
19-Jul-18,1,4.1 and up
5-Jul-18,2.3.4,4.1 and up
18-Oct-17,1,4.0 and up
5-Dec-17,1,2.3 and up
10-May-17,1.1,2.3 and up
30-Jul-18,5.1,4.1 and up
22-Nov-16,3.0.16,4.0 and up
2-Aug-18,1.2.0,4.1 and up
5-Aug-15,2.2,2.3.3 and up
20-Jun-18,2.3.0 build 180,5.0 and up
19-Apr-18,4.0.5,4.1 and up
10-Aug-15,1.3,2.3.3 and up
17-Feb-18,Varies with device,Varies with device
16-Nov-17,3,4.0.3 and up
2-Mar-18,1,4.0 and up
15-Apr-17,1.0.4,4.0.3 and up
3-Oct-17,1.0.2,4.0 and up
17-Jun-18,1.2.1,2.2 and up
7-Aug-15,2.3,2.3.3 and up
23-Dec-15,1.9.1,2.3 and up
9-Oct-15,2.1,2.3 and up
24-Feb-18,1,4.1 and up
24-May-15,1.2,2.3 and up
21-Jul-18,1.932,4.0 and up
26-Feb-17,2.7.8,2.2 and up
10-Apr-18,1.1.1.6,4.0.3 and up
5-Jun-18,1.0.8,4.1 and up
15-Dec-14,1.0.141215,2.1 and up
1-Aug-18,Varies with device,Varies with device
23-Jul-17,1,3.0 and up
2-Jul-18,1.1,4.1 and up
6-Mar-17,1.1,2.3 and up
14-Mar-17,1.5,4.0 and up
27-Jun-18,2.19.6,4.0.3 and up
1-Jul-18,6.7.1,4.0.3 and up
11-Jun-18,1.3,4.1 and up
6-Aug-18,1.0.9,4.1 and up
2-Jul-18,6.2.7,1.6 and up
7-Aug-18,2.42,4.0.3 and up
18-May-18,5,4.1 and up
29-Jun-18,1,4.1 and up
6-Aug-18,4.7.1,5.0 and up
4-Jul-14,1,4.0 and up
11-Aug-17,1.5.0,4.4 and up
26-Dec-17,1.0.6®,4.0 and up
2-Jul-18,5.30.01,5.1 and up
12-Oct-16,7.5.3,2.2 and up
3-Apr-16,1.3,4.0 and up
3-Jul-18,1.2.13,3.0 and up
11-Feb-18,3,4.1 and up
13-Feb-18,1,4.3 and up
20-Oct-16,4.1,4.0 and up
10-Apr-16,1.5,2.2 and up
7-Aug-16,1,4.1 and up
15-Jun-18,1.8,2.1 and up
31-May-17,1,4.0.3 and up
17-Jul-18,2.177.5489,4.3 and up
20-Jul-18,1.3,5.0 and up
26-Jun-17,1.0.9,4.0 and up
18-Mar-18,1,5.0 and up
21-Jul-18,1.1,5.0 and up
27-Jul-18,0.3.1,4.1 and up
12-May-18,2,4.4W and up
26-May-18,1.4,4.0 and up
7-Nov-17,1.1,4.0.3 and up
23-May-18,1.1.0,4.1 and up
8-Jan-17,1,4.0 and up
27-Jul-18,2.1.8,4.1 and up
23-Jan-18,1.1,4.0.3 and up
25-Jun-17,1.3.6,4.0 and up
9-Jan-18,Varies with device,5.0 and up
19-Mar-18,1.0.2,4.1 and up
25-May-18,5.3.9,4.0 and up
10-Aug-17,1,4.1 and up
20-Mar-18,1.4.1,4.0.3 and up
8-Mar-18,1.2.8,4.0.3 and up
11-Feb-15,1.4,4.0 and up
30-Oct-17,1,4.0 and up
23-Apr-16,1,4.0 and up
1-Aug-18,1.0.0,4.4 and up
5-Jul-18,1.2.1107,4.1 and up
25-May-13,1.3,2.2 and up
2-Apr-18,2.4.2,4.0 and up
19-Jan-18,1.1,4.4 and up
6-Nov-17,1.7,4.1 and up
25-Dec-16,4.2,2.3.3 and up
18-Dec-14,1.2.1,4.2 and up
23-Feb-18,2.1,4.1 and up
4-Nov-14,1.2.9,2.3 and up
24-May-18,4.3,4.2 and up
18-Jan-16,3.4.20.6 / BuyDRM Labgency 4.8.22 / PED,4.0 and up
1-Oct-15,6.2,2.3.3 and up
28-Jun-18,1.1,4.1 and up
13-Jun-18,4.11.2,4.1 and up
26-Jun-18,Varies with device,Varies with device
16-Oct-17,1.1.3,4.0.3 and up
20-Aug-15,1.5,2.3 and up
30-May-16,1,4.0 and up
27-Mar-18,2.6,4.1 and up
3-Nov-17,1.2.9,2.3 and up
14-Apr-17,1.0.1,4.0 and up
8-May-18,1,4.0.3 and up
23-Jul-18,5.0.0,4.2 and up
24-Mar-18,1.0.6,4.0 and up
26-Jun-18,Varies with device,Varies with device
6-Apr-18,2.4,4.1 and up
29-Jun-18,3.6.7z,4.0.3 and up
13-Aug-17,2.0.4,4.0.3 and up
26-Jun-18,2.9,4.0.3 and up
18-Jul-18,Varies with device,Varies with device
29-Aug-17,2.5,4.0 and up
1-Aug-18,6.5.3,5.0 and up
15-Mar-18,1.8.11,4.0 and up
29-Mar-15,4.1,1.5 and up
2-Oct-16,1,4.0.3 and up
2-Aug-18,Varies with device,Varies with device
4-Jul-18,2.1.2,4.4 and up
28-May-18,Varies with device,Varies with device
6-Aug-18,1.6.17,1.6 and up
5-Jul-18,5.7,4.1 and up
23-Jul-18,7.0.3,4.0 and up
25-May-18,2018.5.47,5.0 and up
9-Feb-18,Varies with device,Varies with device
30-Jul-18,1.24.09,4.0.3 and up
26-Oct-16,1.6.7,4.0.3 and up
6-Apr-18,1.0.6,4.1 and up
7-Aug-18,Varies with device,Varies with device
6-Mar-18,1.0.9,2.3 and up
25-Jun-18,1.0.17,2.0 and up
11-Sep-15,1.1.3,4.0.3 and up
12-Aug-17,56,4.1 and up
18-Jan-17,2.1.7,4.0.3 and up
10-Mar-18,Varies with device,Varies with device
,,
9-Jul-18,Varies with device,4.1 and up
9-Feb-18,23,2.3 and up
23-Oct-16,1.17,2.3 and up
29-Dec-17,3.3,4.1 and up
19-Nov-17,1.1.8,4.1 and up
10-Sep-17,1.3,5.0 and up
25-Jul-18,Varies with device,4.0.3 and up
4-Aug-18,Varies with device,5.0 and up
12-May-17,17.05.11,4.0.3 and up
31-Jul-18,2.4.1343-prod,4.0.3 and up
7-Aug-18,Varies with device,Varies with device
24-May-18,2.0.8,4.1 and up
25-Jul-18,21.54,4.1 and up
12-Jun-18,5.8.0,4.1 and up
2-Aug-18,5.11.0,4.1 and up
23-Sep-16,1.0.7,2.0 and up
2-Aug-18,Varies with device,Varies with device
20-Dec-17,4.7.0,3.0 and up
13-May-18,Varies with device,4.1 and up
17-May-18,1.4.5,4.1 and up
6-Jul-18,1.9.2,4.0.3 and up
16-Dec-15,1.1.1,4.0.3 and up
20-Dec-17,4.7.0,3.0 and up
2-Aug-18,Varies with device,4.1 and up
11-Jul-18,Varies with device,Varies with device
22-Apr-18,1,4.1 and up
2-Aug-18,3.9.1,5.0 and up
27-Jul-18,6.3.2,4.0.3 and up
31-Jul-18,18.4.0,4.1 and up
6-Mar-18,3.0.8,2.3 and up
2-May-16,1.0.7,2.3 and up
1-Aug-18,5.10.5,4.1 and up
5-May-18,1.1.700,2.3 and up
7-Aug-18,Varies with device,Varies with device
18-May-18,Varies with device,Varies with device
23-Jul-17,1.28,4.1 and up
11-Jul-18,Varies with device,Varies with device
25-Jun-18,Varies with device,Varies with device
15-Jun-18,Varies with device,Varies with device
6-Dec-16,5.13,2.3 and up
24-Jul-18,Paid-9.4.1.3,4.1 and up
6-Aug-18,9.12.6,4.0.3 and up
6-May-18,7,4.0 and up
2-Jul-18,Fennec-52.9.0esr/TorBrowser-7.5-1/Orfox-1.5.4-RC-1,4.0.3 and up
20-Jul-18,2.6.0,4.1 and up
11-Mar-18,Varies with device,Varies with device
2-Mar-18,1.4.1,2.3 and up
30-Oct-15,1.0.612931,5.0 and up
1-Aug-18,13.9.0.161,5.0 and up
7-Aug-18,Varies with device,Varies with device
1-Aug-18,8.1.01,4.1 and up
29-Nov-17,8.02,4.1 and up
24-Feb-18,3.1,2.3 and up
23-Jul-18,Varies with device,Varies with device
7-Jun-18,2.72,4.1 and up
11-Jul-18,9.1.363,4.1 and up
4-Aug-18,Varies with device,Varies with device
11-Jun-17,BlueOrange,4.0.3 and up
5-Jun-18,0.3,4.0.3 and up
20-Sep-17,1.0.3,4.4 and up
2-Jul-18,1.3.7,4.1 and up
21-Feb-18,1.02,4.1 and up
20-Oct-16,3.2,4.1 and up
25-Apr-18,1.0.23,4.1 and up
21-Jun-17,1,4.0.3 and up
5-Apr-13,1.1,2.1 and up
21-Jun-18,v2.7.11.27,4.1 and up
4-Dec-17,1.0.7,2.2 and up
12-Sep-15,Varies with device,Varies with device
4-Jan-18,1.0.0,4.4 and up
23-Jul-18,1.0.4,4.1 and up
,,
15-May-18,1.0.3,4.1 and up
27-Sep-17,1.0.0,4.1 and up
24-Nov-16,2.0.0,4.0.3 and up
17-Jan-17,1.1,4.1 and up
6-Feb-18,3.5.4,4.1 and up
19-Jul-18,1,2.1 and up
1-Jul-15,1,4.0.3 and up
17-Jan-18,1.2,4.1 and up
11-Jun-18,3.1.8,4.3 and up
20-Jul-18,1.2.8,4.1 and up
25-Jan-18,0.0.1,4.1 and up
4-Jun-17,2,4.0.3 and up
8-May-18,2.7.4,4.0 and up
5-Mar-18,1.0.1,4.1 and up
5-Jun-18,1.2.7,4.1 and up
14-Jun-18,1.0.9,4.0 and up
16-Mar-18,1,4.1 and up
13-Jul-18,2.6,4.0.3 and up
7-Aug-18,1.4.83,4.1 and up
5-Jul-18,1.16.0,4.2 and up
,,
27-Jul-18,6.7.0,4.2 and up
19-Sep-17,1.4,2.3 and up
19-Jul-18,1.9.10,4.1 and up
24-May-18,2,4.1 and up
13-Jul-18,2.3,4.0.3 and up
4-Aug-18,2.5,4.1 and up
28-Mar-18,1.1,4.1 and up
26-Jul-18,1.0.4,4.1 and up
23-Jul-18,1.1.0,4.1 and up
31-Jul-18,Varies with device,Varies with device
27-Nov-17,1.0.4,4.2 and up
22-Mar-18,3.0.6,4.1 and up
21-Jun-18,3.4.2,4.4 and up
13-Nov-15,1.0.1,2.3.3 and up
28-Sep-16,314007,4.3 and up
8-Jul-18,2.18,4.0 and up
,,
26-Jan-18,1.0.0,4.2 and up
26-Jul-18,2.2.2,4.1 and up
13-Oct-17,1.5,4.4 and up
16-Jul-18,Varies with device,Varies with device
14-Jan-17,1,4.1 and up
28-Mar-18,4.0.2,4.0.3 and up
26-Jun-18,1.1.0,4.1 and up
10-Feb-18,2.12,4.0 and up
,,
28-Mar-18,4.0.2,4.0.3 and up
15-May-18,3,2.1 and up
13-Sep-16,1.0.3386,4.1 and up
2-Jan-18,1.1.5,4.1 and up
26-Jan-18,1.0.20,2.3 and up
12-Jul-18,1000000.6,4.1 and up
5-Mar-18,1.9,4.1 and up
21-Jun-18,1,4.4 and up
26-Jul-17,1,4.1 and up
5-Oct-17,1.6,4.0 and up
20-Feb-15,4,4.0 and up
3-May-16,1.0.3289,4.1 and up
2-Jan-18,1.3.7,4.3 and up
26-Jul-15,1,3.0 and up
2-Dec-14,1,2.3 and up
24-May-14,2,2.2 and up
27-May-15,1.0.0,2.3 and up
2-Aug-18,1.10.4,5.0 and up
17-Jan-16,1.1.0,2.3 and up
10-Apr-16,1.2.2,2.3 and up
7-Oct-16,1.1,2.3 and up
18-Jul-18,1.9,4.1 and up
4-Apr-16,1.5.0,2.2 and up
23-Apr-14,0.6.0,2.3 and up
14-Feb-17,1,4.1 and up
1-Aug-18,1.20.3,4.4 and up
21-Jun-18,1.2,4.0 and up
6-Jun-18,1.0.4,4.1 and up
6-Jul-18,10,4.1 and up
25-May-18,1.6,4.1 and up
7-Aug-18,12,4.1 and up
11-Jul-18,10,4.1 and up
30-Sep-17,1.7,4.0.3 and up
1-Sep-17,1.1.2,2.3.3 and up
22-Nov-17,2,4.0.3 and up
6-Jun-18,1.0.9,4.1 and up
15-Jan-18,1.1,5.1 and up
19-Jul-18,2,4.1 and up
12-Jun-18,1.2,4.1 and up
4-Aug-18,2.2.2926,Varies with device
7-Aug-18,1.6,4.4 and up
7-Nov-17,1.0.1,4.0 and up
22-Mar-17,1,4.0.3 and up
26-Jan-18,1.0.0,4.1 and up
13-Jun-18,1.8,4.0.3 and up
21-Jul-17,1.1,2.3 and up
23-May-18,1,4.3 and up
3-Apr-18,1,4.1 and up
22-Dec-16,1,4.0.3 and up
20-Apr-18,1,2.3 and up
26-Feb-18,1,4.1 and up
24-Nov-17,1.0.1,4.1 and up
25-Jun-18,1,4.3 and up
23-Feb-18,1.1,4.0 and up
26-Oct-17,1.5,4.0 and up
29-May-18,2.6.4,4.1 and up
20-Jul-18,7,4.1 and up
19-Jul-18,2.1,4.1 and up
15-May-18,1.4,4.0 and up
13-Jun-18,1.9,4.0.3 and up
6-Dec-16,0.1.7,4.1 and up
23-Sep-16,1,2.3 and up
20-Mar-18,1.5,4.0 and up
16-Apr-18,2.1,4.1 and up
5-Apr-18,1,4.1 and up
13-Mar-18,2,4.1 and up
26-Apr-18,36,4.0.3 and up
13-Jun-18,2.1,4.0.3 and up
28-Jun-18,4,4.0.3 and up
16-Mar-17,1.4,2.3 and up
3-Jun-17,1,4.0 and up
19-Mar-18,1.1,4.0.3 and up
21-Sep-17,1.8.3,4.1 and up
5-Jul-18,4.18.1,4.1 and up
7-Aug-18,Varies with device,Varies with device
,,
9-Oct-17,1.2,4.1 and up
2-Dec-16,1.7,2.3 and up
31-Jul-18,Varies with device,Varies with device
11-Jul-18,Pro 1.1.4.1,4.0 and up
15-Jan-18,2.0.6.4,2.1 and up
,,
31-Oct-17,1.0.2.9,4.0 and up
16-Aug-17,1.1.8.2,2.1 and up
,,
3-Dec-15,2.0.3,2.2 and up
26-Nov-15,2.0.3,2.0 and up
2-Jul-18,3.1.5,4.0 and up
,,
30-Oct-15,2.0.3,2.1 and up
24-Apr-15,1.14,1.6 and up
2-Feb-16,2.0.4,2.0 and up
17-Mar-18,1.2,4.2 and up
,,
29-Sep-16,1,4.2 and up
6-May-18,5.0.5,4.0 and up
